,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
61926,1oUAdxeXzLjXuBqm8GBq0K,BAND-MAID,Unleash,Balance,44,189386,False,0.367,0.965,11,-1.752,0,0.147,0.000107,0.00014,0.403,0.475,175.106,4,j-idol
51803,1sxh0eqIb8ulYypPuq6ZRu,Ram Sampath,Delhi Belly (Original Motion Picture Soundtrack),"Bhaag D.K. Bose, Aandhi Aayi",58,241304,False,0.66,0.926,11,-3.452,0,0.0296,0.0948,0.0,0.248,0.731,109.997,4,hip-hop
40257,4uJTecbkoIyPH4Ka7u9ENk,Gabriela Gomes;Rapha Gonçalves,Deus De Perto,Deus De Perto,44,389639,False,0.357,0.599,4,-6.351,1,0.0414,0.108,0.0,0.103,0.215,139.684,4,gospel
67751,6mICuAdrwEjh6Y6lroV2Kg,Shakira;Maluma,El Dorado,Chantaje (feat. Maluma),76,195840,False,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,4,latin
74929,6zSGfGit15V0xewQwb7BUo,Elis Regina,Elis,"Dois Pra Lá, Dois Pra Cá",39,266733,False,0.652,0.363,9,-8.62,0,0.0433,0.586,0.000219,0.0661,0.478,96.644,4,mpb
94786,0Q2NFVGcxTY4b2DwUDYHLJ,Josh A,LONELY VIBES,PAINLESS,48,147757,False,0.753,0.632,9,-8.054,1,0.0423,0.122,0.0,0.198,0.718,91.047,4,sad
52907,5Q5PotB56PwIcARcHyxoXy,Dallas Wayne,I'll Take the Fifth,I'm Gonna Break Some Promises Tonight,10,229506,False,0.482,0.865,9,-5.241,1,0.045,0.0539,2.68e-05,0.145,0.697,180.072,4,honky-tonk
80318,1PDREqVNvmphIoNac3Vz8c,Ankit Tiwari;Palak Muchhal,Sanam Teri Kasam (Original Motion Picture Soundtrack),Sanam Teri Kasam,62,314000,False,0.621,0.551,0,-6.871,0,0.0328,0.289,0.0,0.234,0.229,149.958,4,pop-film
100613,0YY18uS5eRKnrYCOdc17Iu,Divididos,Cabalgata Deportiva,Cabalgata Deportiva,36,287641,False,0.39,0.919,7,-4.311,1,0.0908,0.00396,0.000415,0.305,0.616,136.654,4,ska
19588,4bqYjprVGnYIQ4hayGdkEp,Chris Janson;Eric Church,Burn Burn Burn - Hot Country Hits,"You, Me & the River",0,236320,False,0.332,0.452,2,-6.77,1,0.0319,0.505,3.27e-06,0.133,0.333,149.231,4,country
35347,1urAiJx2zVaNJbioi0BAnY,Flávio José,Pra Amar e Ser Feliz,A Natureza das Coisas,42,273666,False,0.453,0.724,2,-5.173,1,0.0454,0.407,0.0,0.176,0.739,81.479,4,forro
82666,6ohB3BC0bgPbb23wQqBvN6,Elvis Costello & The Attractions,Imperial Bedroom,Human Hands,23,163360,False,0.539,0.664,7,-7.043,1,0.0802,0.448,0.0,0.129,0.785,144.766,4,power-pop
73648,0iQm2xjcvuk9io13DyqV4J,Moderat,MORE D4TA,EASY PREY,50,266676,False,0.556,0.735,0,-8.774,0,0.0391,0.00683,0.863,0.0987,0.343,138.023,4,minimal-techno
75028,72tinFpEPWLUZJ4kOIJz7U,Jim Brickman,Winter Chill,Away In The Manger,0,236791,False,0.308,0.119,5,-18.25,1,0.0343,0.973,0.941,0.11,0.0826,126.44,3,new-age
73211,4Yf9QLUM8EeHaCS7EnaHnX,Christian Löffler,Versailles (Hold),Versailles (Hold) - Edit,53,218727,False,0.425,0.375,0,-13.693,0,0.0353,0.467,0.525,0.133,0.179,116.99,4,minimal-techno
34138,7J0E3iSjAxIdQtArstSfIJ,Raghu Dixit;Siddhartha Belmannu;Rakshita Suresh,Ninna Sanihake (Original Motion Picture Soundtrack),Nee Parichaya,46,218017,False,0.679,0.608,0,-10.187,0,0.0368,0.639,7.55e-06,0.0873,0.361,116.043,4,folk
14046,6QC2HlTWEDInzdrRuIHLFv,Kidz Bop Kids,Oh Santa! Kids Christmas Songs,Rudolph The Red-Nosed Reindeer,0,155049,False,0.65,0.935,2,-4.407,1,0.0446,0.0107,0.0,0.319,0.72,133.027,4,children
355,1ABd3bWsG4FCKePjXeVfJG,Meiko,The Bright Side,Leave The Lights On,56,248360,False,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,121.938,4,acoustic
97218,4MyN4jApg11JTCSzCa2YVO,Bruno & Barretto,Romântico EP,Nega,50,191093,False,0.633,0.837,1,-5.228,0,0.0543,0.166,0.0,0.371,0.658,178.024,4,sertanejo
54664,5pYFwY1Jc2fYBmkjykdW5g,Yosi Horikawa,Vapor,Starlings,10,293624,False,0.446,0.955,2,-12.47,1,0.182,0.00392,0.722,0.761,0.289,163.976,4,idm
3712,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,79,215906,False,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,alternative
109558,1ZQYtiSmHLT1aiPDsIjvGn,Seiko Matsuda,Pineapple,ひまわりの丘,29,330880,False,0.588,0.378,5,-7.746,1,0.0338,0.768,0.0,0.0635,0.574,173.307,4,techno
105269,1cIiZ4ri9EX6Y4GCgIFOta,Wenight,bright nights,bright nights,38,123821,False,0.826,0.34,4,-14.49,0,0.184,0.428,0.763,0.0909,0.162,85.259,4,study
10496,7hRxZZaBEeFDW2aV6iQqPp,Ed Solo;Deekline;Top Cat,Welcome To The Jungle: The Ultimate Jungle Cakes Drum & Bass Compilation,Bad Boys - Original Mix,14,291818,False,0.636,0.995,9,-1.752,1,0.0468,0.00173,0.00122,0.0332,0.731,87.994,4,breakbeat
102886,379HUTMiphNA5RO5VVjEV4,Catie Turner,Relaxing Pop,God Must Hate Me,1,149802,False,0.459,0.304,2,-10.107,1,0.136,0.967,1.95e-05,0.0951,0.072,76.954,3,songwriter
23728,5RfWujDfoDdKIF70rsqo6N,Furkan Sert,End of All Hopes,End of All Hopes,41,195002,False,0.727,0.448,6,-11.068,0,0.0542,0.0623,0.735,0.111,0.52,110.001,4,deep-house
102281,64IYrVRKqcJPkT978YoPmP,Paolo Nutini,Relaxing Pop,Last Request,2,220413,False,0.569,0.702,5,-6.561,1,0.0505,0.26,0.0,0.137,0.392,81.006,4,songwriter
111717,40h7xQiyjS92mUz27NsRMi,Funki Porcini,On,Belisha Beacon,48,230560,False,0.594,0.699,8,-9.843,1,0.0418,0.0301,0.919,0.096,0.354,120.048,4,trip-hop
43472,163Kb2pSLLduhfbO6Zn0sL,Five Finger Death Punch,F8,Inside Out,63,226348,True,0.476,0.991,4,-2.855,0,0.15,0.00191,0.0,0.121,0.202,82.997,4,groove
105318,2CEKenDIPepmr8rdOhfilr,Dazik69,Wax Poetry,Wax Poetry,37,117333,False,0.748,0.247,6,-14.915,0,0.0781,0.121,0.46,0.0952,0.5,90.013,4,study
59246,5PCcaOGkfqqRIsJzFMz57g,Kiawasch Sahebnassagh,Zarman,"TEN #9+1:For Clarinet,Bass Clarinet,Saxophone Alto,2 Horns,Harp,2 Violins,Viola and Cello,Ensemble Zeitfluss",0,1512600,False,0.156,0.157,1,-19.52,1,0.0396,0.958,0.29,0.97,0.0369,74.34,4,iranian
884,0uHjs4zpo52qiFeBpdrXYs,RENT STRIKE,IX,VI: Don't Let Love Bog You Down,26,221598,False,0.452,0.797,4,-5.229,1,0.0325,0.28,0.244,0.136,0.642,114.18,4,acoustic
96626,4S8aVoifLYlzgtjNzmb0US,Vou pro Sereno;Xande De Pilares,A Força do Nosso Som (Ao Vivo),Tá Escrito (feat. Xande de Pilares) - Ao Vivo,38,230740,False,0.478,0.838,5,-7.325,1,0.216,0.702,0.0,0.41,0.627,122.302,4,samba
64383,0s8OjKCXIl2KNf0tqR96kX,Dean Martin,World's Best Christmas Playlist,Rudolph The Red-Nosed Reindeer,0,135760,False,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,jazz
60441,0s6DLej8l6OwM9cu4qoegj,Chronic Law,Rolling Calf,Rolling Calf,22,182154,False,0.615,0.837,0,-3.899,1,0.472,0.568,3.1e-06,0.119,0.662,180.905,4,j-dance
6915,6RqT1YOVMVjDATyYKsBpaO,Behemoth,Ov My Herculean Exile,Ov My Herculean Exile,39,283791,True,0.411,0.937,4,-5.001,0,0.0571,1.94e-05,0.0245,0.153,0.225,110.972,3,black-metal
14009,4viZNXLsmhCsSVjiRZ7GC1,CoComelon,Nursery Rhymes by CoComelon,Baa Baa Black Sheep,49,147780,False,0.711,0.396,0,-11.266,1,0.0486,0.829,3e-05,0.119,0.969,199.955,4,children
6090,57QCT8L3kFQiN4AXkBRJxW,Dimmu Borgir,Spiritual Black Dimensions,The Blazing Monoliths of Defiance,22,277093,False,0.169,0.949,4,-6.789,0,0.101,2.47e-05,0.000743,0.276,0.112,112.758,4,black-metal
92883,2V5cxyFtUKuIYRthYtg3nL,The Sharks,Phantom Rockers,Take a razor to your head,23,130173,False,0.652,0.685,1,-9.354,1,0.103,0.104,8.36e-05,0.124,0.385,135.743,4,rockabilly
2948,1zMSZbxk4dDAHxBS5V07KT,Serú Girán,Seru Giran 92,Mundo Agradable,44,251026,False,0.499,0.502,9,-9.986,0,0.0301,0.0115,2.78e-05,0.127,0.294,120.177,4,alt-rock
56346,4Wy375MMykH82pUm8EN3iE,Oh Wonder,Herbststimmung,Better Now,0,198342,False,0.569,0.364,2,-11.099,1,0.052,0.75,0.00597,0.146,0.507,114.181,4,indie-pop
53362,1eGW1YBT17a5G1hKPWrpW7,Kygo;Dean Lewis,Lost Without You (with Dean Lewis),Lost Without You (with Dean Lewis),75,203609,False,0.621,0.575,11,-6.243,1,0.0564,0.265,0.0,0.0932,0.343,117.887,4,house
24557,6YDi9nECTNORXLOF6uPwWN,DJ 3000,So Sheik,So Sheik - Alexis Tyrel Remix,5,408750,False,0.864,0.616,8,-9.264,0,0.105,0.00747,0.812,0.106,0.463,128.001,4,detroit-techno
69149,2r1HLrjom7CvxCV5NjR8AK,Sujatha,Kana Kanmani (Original Motion Picture Soundtrack),Muthe Muthe - Female Version,40,328093,False,0.568,0.531,4,-6.762,1,0.0276,0.416,0.0,0.128,0.536,126.047,3,malay
15346,4Tbmg5W9EtxH4mAPPCmoZ5,Jenevieve,Blinding Lights,Eternal,0,160346,False,0.506,0.717,7,-8.69,0,0.203,0.645,0.000292,0.115,0.233,159.811,4,chill
968,5rRDCbF97rcJW0ES9RhPhC,Graham Colton,Life's What You Make It,Life's What You Make It,54,186109,False,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-06,0.113,0.544,112.974,4,acoustic
30811,14uKsvPJ0quzQvdB6f7Dur,Starley;Ryan Riback,Call on Me (Remixes),Call on Me (Ryan Riback Remix),64,222040,False,0.67,0.839,0,-4.023,1,0.036,0.0607,0.000764,0.159,0.726,105.002,4,edm
70455,1jcW6AjFWRyfnTXwLlMMlJ,Ronghao Li,模特,李白,54,274920,False,0.81,0.543,0,-12.257,1,0.03,0.79,5.67e-05,0.145,0.823,114.934,4,mandopop
70897,3MhBRomduHAus1mnb8kGlb,Energy,秋日思念絮語,某年某月某一天,0,244733,False,0.758,0.565,8,-5.25,1,0.044,0.169,0.0,0.126,0.401,131.995,4,mandopop
94687,7nGBzBEsoaQXyc37FL1lNs,lofi.samurai,oldies,water,52,60750,False,0.814,0.43,7,-13.563,1,0.263,0.824,0.647,0.108,0.742,80.015,4,sad
103458,5TzpCPx20n4hELdE9Vw6ZQ,Tim Atlas,Courtside,Courtside,69,146483,False,0.71,0.83,0,-7.208,1,0.03,0.0518,0.00523,0.353,0.936,129.02,4,soul
72945,0MI7Ij4WZejvNoGYGfu7ua,Chiodos,All's Well That Ends Well (Deluxe Edition),"The Words ""Best Friend"" Become Redefined",26,216293,False,0.328,0.875,9,-6.864,0,0.0884,0.0075,0.000247,0.644,0.214,108.088,4,metalcore
54945,3cSbggW7ZXIkpm3TJQAa6C,Skurken,De Kalder Mig Skurken,Vink Fra En Finger,8,180000,False,0.499,0.606,1,-7.467,1,0.359,0.443,0.0,0.113,0.23,101.126,5,idm
50212,6ZtqEpEhitvRNDhAf0Y3gC,Asspera,Hijo de Puta,Gambeta,28,225613,True,0.544,0.986,8,-4.347,1,0.0747,0.000536,0.00191,0.104,0.693,94.961,4,heavy-metal
28032,7uDjywLMNvTwD4WVYo9Yoh,Whales,Gilded Cage,Gilded Cage,32,136000,False,0.698,0.744,6,-3.082,1,0.158,0.0132,0.0261,0.214,0.56,100.667,3,dub
97321,0d4zbVMKsJos57u4S4Mdt1,Garotos de Ouro,"Músicas Gaúchas Inesquecíveis, Vol. 2",Capricha Gaiteiro,49,218320,False,0.798,0.87,0,-6.217,1,0.0334,0.304,0.109,0.0549,0.961,91.254,4,sertanejo
106946,4vegTmaTiCJVzxc19o6e7u,Magnus Johansson,Magnus Johansson,Pappa är en flygkapten,35,225573,False,0.738,0.746,4,-4.906,0,0.0284,0.0952,0.0,0.12,0.842,112.306,4,swedish
45773,1keWmyG6qyBbMagPBdgUKr,Little Symphony,Rialto Beach,Ionian,22,93125,False,0.0,0.0268,7,-30.1,1,0.0,0.964,0.993,0.124,0.0,0.0,0,guitar
22302,2SGmVE90PzF7iSbRbToHnk,Suicide Silence,No Time to Bleed,Disengage,50,244533,False,0.298,0.968,6,-2.684,1,0.123,1.5e-05,0.00932,0.0952,0.221,100.004,4,death-metal
63243,0Lwk7mrjyrO4YjNXWXPfGc,Mr.Children,Atomic Heart,Dance Dance Dance,39,296960,False,0.585,0.921,10,-5.2,0,0.0457,0.000136,1.33e-05,0.174,0.695,121.736,4,j-rock
9267,1nj87NRdSMpyynmqhncJt7,Vida Reluz,Celebra a Vitória,Como És Lindo,47,275293,False,0.487,0.196,2,-13.374,1,0.0259,0.615,1.92e-05,0.0946,0.142,97.825,4,brazil
103530,2MzqaH1uZ31LcBKSX6aI7F,Four Tops,Christmas Faves 2022,Little Drummer Boy,0,465573,False,0.715,0.782,1,-7.787,1,0.0391,0.0418,0.0228,0.233,0.623,120.068,4,soul
97760,5Kvk3PEnJlZ1uGuWTe3pat,Yasmin Santos,Foguete Não Tem Ré,Que Amiga é Essa,45,165457,False,0.379,0.78,11,-4.314,0,0.141,0.0703,0.0,0.132,0.426,73.51,4,sertanejo
92840,2EctP6iUYPlIDF6j1vhwdl,Guana Batz,Loan Sharks,Radio Sweetheart,23,200173,False,0.593,0.569,11,-14.61,1,0.106,0.33,5.09e-05,0.124,0.703,76.77,4,rockabilly
40843,3acqNDUbt8YBfna5jauDj6,Rachel Novaes,Ao Rei,Tua É A Glória,39,217933,False,0.381,0.317,0,-11.061,1,0.03,0.898,0.0,0.69,0.382,98.3,4,gospel
75420,08nrCAF5dWMmk1BVtDGgXa,2002,Believe,Ready to Fly,23,267480,False,0.164,0.413,0,-11.079,1,0.032,0.935,0.836,0.148,0.176,71.933,3,new-age
98178,7qLCIF9TBBfMp14rNm3h8L,Julie Andrews;Nicholas Hammond;Debbie Turner;Duane Chase;Heather Menzies;Angela Cartwright;Kym Karath;Charmian Carr,The Sound Of Music (Original Soundtrack Recording),Do-Re-Mi,47,335173,False,0.512,0.216,10,-12.152,1,0.0627,0.844,0.0,0.32,0.503,127.633,4,show-tunes
24460,1YbCIWBvpqdkCzVwKTdZG2,Plastikman;Richie Hawtin,Musik,Plasmatik,9,326946,False,0.652,0.49,6,-13.715,1,0.0652,0.00234,0.799,0.0929,0.0573,94.923,4,detroit-techno
87855,0KM3fzzUBVW0vW7RmFh28v,Connie Francis,The Collection,Stupid Cupid,57,134560,False,0.606,0.725,3,-7.019,1,0.0352,0.831,1.07e-05,0.0407,0.963,136.815,4,r-n-b
63569,0wTsN8Wsg53uomsbKlC489,Bülent Ortaçgil;Teoman,Konser,Değirmenler,35,285853,False,0.25,0.301,9,-9.559,1,0.0348,0.558,0.000175,0.706,0.0392,113.508,4,j-rock
91334,1zzwcBhUh3TqB2sVJWH84i,Bryan Adams,Rock Workout 2023,Summer Of '69,1,217493,False,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,rock
1089,3U8py45D86LbBF6jZtaxMH,Manu Dibango,Afrodance Anthems,Soul Makossa,0,265586,False,0.817,0.794,0,-8.324,1,0.0752,0.0563,0.229,0.0687,0.921,116.423,4,afrobeat
88387,4B8RTAHSPfYpV222GsmEjq,Don Omar,Fiesta portatil,Zumba,2,263973,False,0.718,0.891,9,-3.494,0,0.0404,0.00175,0.0146,0.138,0.828,124.981,4,reggae
46816,7uEa0ecZ1hPMcv5IKuoDIJ,Brothers In Crime,XTC,Forever,16,198800,False,0.604,0.982,7,-5.765,1,0.0565,0.00802,0.677,0.288,0.618,166.352,4,happy
47400,4CvQVmA1wVX4gKOJ7aQOZQ,Guns N' Roses,Greatest Hits,Since I Don't Have You,41,259266,False,0.256,0.579,6,-8.146,1,0.046,0.489,0.000226,0.117,0.254,70.968,4,hard-rock
49760,1HaKnGQnWqDUZA4EwfVh4l,Cryex;MC Livid;Lauwri,The Signature,Define Me,21,207512,False,0.596,0.865,8,-7.039,1,0.135,0.00285,0.0,0.0725,0.357,154.87,4,hardstyle
23836,6rbsTWOxv7hrgaIN2X830U,Refeci;Emelie Cyréus,Die Hard (feat. Emelie Cyréus),Die Hard (feat. Emelie Cyréus),37,214070,False,0.496,0.702,2,-4.915,1,0.0427,0.103,0.0,0.179,0.253,148.071,4,deep-house
44214,1EU3VuKGZOvd1HTkxLPUXK,Linkin Park,Meteora (Bonus Edition),Nobody's Listening,57,178866,False,0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,3,grunge
11067,4mn2kNTqiGLwaUR8JdhJ1l,The Animals,The Singles Plus,House of the Rising Sun,75,269906,False,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3,british
112815,4zsq1x8VqjjbyUSKSLU2eN,maNga;Kamufle;Joker;Tankurt Manas;Fate Fat;Dj Hırs,X,1000 Parça,38,238163,False,0.625,0.971,5,-4.246,0,0.146,0.00529,7.11e-06,0.326,0.544,136.037,4,turkish
40286,4kNbUaQeaG8pc2W82ukGyh,Sarah Farias,Renovo,Renovo,43,348856,False,0.495,0.403,9,-12.057,1,0.0299,0.124,0.0,0.177,0.318,140.122,4,gospel
7015,4grmYnfTTC5s25gdSmACiU,Trampled by Turtles,Life is Good on the Open Road,We All Get Lonely,34,238040,False,0.508,0.522,8,-6.032,1,0.0326,0.219,0.0,0.138,0.463,127.964,4,bluegrass
113935,6aqfqfzU1GjtKQb3ujUMGb,Reiki Armonía,Sonidos de Fondo para Reiki: Gotas de Agua,"Para Reiki: Gotas de Agua, Pt. 17",22,112198,False,0.118,0.927,10,-32.297,0,0.0395,0.154,0.985,0.893,0.00398,150.37,5,world-music
84700,3f3HHRPF5vAo90GwdpDMaQ,The Avalanches,Wildflower,Because I’m Me,57,252800,False,0.472,0.805,8,-5.793,1,0.086,0.0491,0.0162,0.337,0.512,94.922,4,psych-rock
9669,4ErhOgJwZOTI59NXimTmSN,Lorhann,Continuando,Calma (Todo Dia Mal Passa),44,222625,False,0.408,0.373,2,-7.649,1,0.0355,0.843,0.0,0.188,0.428,121.948,4,brazil
17429,67f3MoMGMpnemJmixGr7JF,DJ Smallz 732;Kyle Edwards,DJ Smallz 732,Pretty Brown Eyes (Jersey Club),19,171520,False,0.771,0.882,1,-2.3,1,0.289,0.00347,0.0,0.55,0.552,140.123,4,club
6777,72U9ZWsYe3lWRjER7n5xX5,Velho,Vida Longa ao Primitivo,O Único Caminho,18,153253,True,0.159,0.949,2,-3.544,1,0.058,1.01e-06,0.613,0.223,0.477,144.244,4,black-metal
76478,6oVQHM2BIE0coP9iSnEcpU,Celtic Thunder,Ireland,Caledonia,22,229266,False,0.39,0.412,10,-9.238,1,0.0279,0.452,7.56e-06,0.135,0.351,91.933,3,opera
82319,700PKIY07tMUJjSb2stekx,The Falcon,Gather Up The Chaps,Hasselhoff Cheeseburger,26,125801,False,0.52,0.903,1,-6.719,0,0.109,0.000584,0.0559,0.0831,0.447,105.15,4,power-pop
12284,4PhChVDR9RxlUgeobhNsko,my little airport,I ALSO DON'T KNOW (Live),麥記最後一夜 - Live,32,220733,False,0.429,0.314,0,-14.744,1,0.045,0.766,0.000177,0.704,0.278,136.118,3,cantopop
68097,7lTWdUAtKRdaRS0UbQD9y7,J Balvin,Noche de Halloween Latino,Morado,2,200666,False,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,latino
46192,1F28KJUG8ql70ypUCMFfC6,Scooter,The Fifth Chapter (SPY Version),Can't Stop the Hardcore,24,214545,False,0.483,0.837,7,-4.336,1,0.0606,0.0018,1.36e-06,0.441,0.229,149.318,4,happy
43513,1BMolRKgrA80kDLWso3dTa,EDX,On My Mind,On My Mind,51,142380,False,0.884,0.564,4,-6.402,0,0.0518,0.071,0.0487,0.102,0.509,126.011,4,groove
46111,5r5b5vgSbobmUSAELrrUcj,Art Of Fighters,Still fighting - 15 years of Art of Fighters Hardcore,Oh my sun,27,220293,True,0.329,0.945,9,-5.088,1,0.0891,0.0628,0.0293,0.322,0.0384,94.958,4,happy
86632,3azYR9QnGLAw72TQDjHKV8,Cachorro Grande,Cachorro Grande,Sexperienced,40,126866,False,0.321,0.884,1,-6.727,0,0.0883,0.000321,0.0,0.381,0.573,149.826,4,punk
6824,7AIP5Lqy500r7pYtdCpphh,Wolves In The Throne Room,Celestite,Sleeping Golden Storm,16,541928,False,0.104,0.345,9,-14.844,0,0.0385,0.813,0.922,0.154,0.0379,91.211,4,black-metal
96785,1ivxyu8sD0fHm2Wnl5HnS3,Zeca Pagodinho,Zeca Pagodinho - Uma Prova De Amor Ao Vivo (Deluxe),Patota De Cosme - Ao Vivo,36,179920,False,0.49,0.786,7,-7.775,1,0.127,0.713,0.0,0.722,0.836,132.037,4,samba
12253,22jikE8F9Ijg5B7dtLHjU0,陳健安,在錯誤的宇宙尋找愛,在錯誤的宇宙尋找愛,49,277766,False,0.509,0.501,6,-8.547,1,0.0382,0.615,5.92e-06,0.0991,0.248,139.825,4,cantopop
23392,2jHqz0XXugOGhpaRS4tT62,Deepend;She Keeps Bees,Desire (feat. She Keeps Bees),Desire (feat. She Keeps Bees),59,162500,False,0.601,0.786,11,-5.36,0,0.0591,0.0115,0.00018,0.263,0.381,119.974,3,deep-house
83101,6VrCmhRBFnuGKmtNfk4jDs,Marshmello;Lil Peep,Spotlight,Spotlight,73,177600,False,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,4,progressive-house
91267,4pbJqGIASGPr0ZpGpnWkDn,Queen,News Of The World (2011 Remaster),We Will Rock You - Remastered 2011,79,122066,False,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,4,rock
8672,0wzRcekWyVCSyPtlPOeJau,Queens of the Stone Age,Songs For The Deaf,Go With The Flow,68,187146,False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,blues
26939,7Hx05VoDZUSBA2qfMwBbur,Billboard Baby Lullabies,Lullaby Renditions of Frozen,Do You Want to Build a Snowman,18,237046,False,0.55,0.171,3,-16.478,1,0.0481,0.987,0.891,0.1,0.0642,119.49,4,disney
85121,0vje1g0dkLILsDpxXTcBaJ,The Maine,Alternative Christmas 2022,Santa Stole My Girlfriend,0,182960,False,0.677,0.493,7,-6.595,1,0.0323,0.601,0.0,0.306,0.738,107.993,4,punk-rock
87219,4D75ixy2I4ft75Ay25fKyP,Legião Urbana,O Descobrimento Do Brasil,Vinte E Nove,47,223933,False,0.42,0.542,7,-13.097,1,0.036,0.02,0.0471,0.185,0.72,129.726,5,r-n-b
110245,0uoIZEtT7zRTbPLOR4rmr7,Hilight Tribe;Vini Vici,Tomorrowland Belgium 2018 (Highlights) [A State Of Trance Stage],Free Tibet (Mix Cut) - Vini Vici Remix,44,114406,False,0.482,0.918,1,-11.515,1,0.051,0.000228,0.512,0.202,0.355,140.008,4,trance
95270,3sSsyvHABLGOGf54QEbHtx,Yiyo Sarante,No Dejemos,No Dejemos,33,204146,False,0.725,0.819,0,-7.75,1,0.0373,0.461,0.182,0.463,0.665,92.005,4,salsa
111051,1IsvXZXAV9EBC4hBKW6yDN,Everything But The Girl,Like The Deserts Miss The Rain,Missing - Todd Terry Remix / Radio Edit,65,235026,False,0.739,0.853,9,-6.539,0,0.0296,0.0217,0.00357,0.057,0.652,123.509,4,trip-hop
108423,3AKDlJT8sEbS3QVHImwwEU,Astor Piazzolla;Roberto Goyeneche,Astor Piazzolla/ Roberto Goyeneche,La Ultima Curda - En Vivo Teatro Regina 1982,20,237026,False,0.438,0.242,7,-14.71,0,0.328,0.851,0.0,0.839,0.421,62.419,5,tango
40615,2WkOVkZNTj2Ys77uUnKPpk,J Neto,A Harpa Cristã (Interpretada por J Neto),O Bondoso Amigo,39,190473,False,0.239,0.392,4,-6.409,1,0.0336,0.792,0.000172,0.12,0.284,81.506,4,gospel
63321,0ApX0DRPyXJflR03xkN4JK,Fujifabric,若者のすべて,若者のすべて,36,297693,False,0.589,0.672,1,-5.324,1,0.0275,0.00727,0.314,0.255,0.246,123.936,4,j-rock
110380,4PH6mswadkm3Ue05uBohEa,Tiësto,Hotel Transylvania 3,Seavolution (From Hotel Transylvania 3),54,121600,False,0.533,0.94,5,-2.636,1,0.0643,0.00252,0.788,0.829,0.417,75.001,4,trance
59778,6JU9PUGD025Yb2A9NbyNLZ,Out of Nowhere,Man Made Disaster,Masturbation,0,312657,True,0.498,0.862,1,-2.344,1,0.0528,0.000173,0.0,0.0778,0.398,125.005,4,iranian
60341,6WxC9JFT8YROWrRECptWlO,Beenie Man,Art And Life,Crazy Notion,24,239400,False,0.651,0.767,7,-4.595,1,0.293,0.00908,0.0,0.106,0.491,61.987,3,j-dance
29269,4n38mzJeXeCPQpXS9hMsGG,Man Cub,Breathe Again,Breathe Again,50,211300,False,0.489,0.825,11,-4.179,1,0.0411,0.0508,0.0883,0.221,0.311,150.027,4,dubstep
99931,6Zyz8lsnMFpIrCTuvGurCB,Eagles,Hotel California (2013 Remaster),New Kid in Town - 2013 Remaster,67,304925,False,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,4,singer-songwriter
20651,46ydq5g3k17iLJs3qMDvO6,Astrid S,Astrid S,Hurts So Good,69,208728,False,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,4,dance
113640,6goM4VNCDajmBCqDNDarVe,for KING & COUNTRY,RUN WILD. LIVE FREE. LOVE STRONG. (Deluxe Anniversary Edition),It's Not Over Yet,52,218786,False,0.575,0.604,7,-7.223,1,0.0452,0.015,0.0,0.0725,0.517,74.974,4,world-music
16743,3b4CT1QcTUXjxxhclNX5UT,Wolfgang Amadeus Mozart;Heinz Holliger;Hermann Baumann;Michel Gasciarrino;Henk Guldemond;Orlando Quartet,Mozart - A Classical Dawn,"Divertimento No. 11 in D, K.251 ""Nannerl-Septett"": 4b. Menuetto (Tema con variazioni): Var. I",6,76533,False,0.673,0.17,9,-16.804,1,0.0408,0.867,0.648,0.108,0.593,116.655,4,classical
45483,0WJbGruMhXJaHzclGx5uIq,Steve Petrunak,Shake It Off: Instrumental Guitar Covers of Pop Hits,Rude,42,221750,False,0.721,0.475,1,-8.322,1,0.0453,0.941,0.877,0.134,0.641,143.951,4,guitar
20521,6AjuU68Z5I6zzG03bs2MS2,Burna Boy;Ed Sheeran,Daily Pop Mix,For My Hand,0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,dance
